Geneid	/home/jvtars/ipe/bam_files/SRR11144483.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144484.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144485.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144486.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144481.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144482.sorted.bam
CDL12_08544	0	62	0	0	0	14
CDL12_08545	5	207	227	0	715	438
CDL12_08546	1	0	4	2	0	2
CDL12_08547	928	655	1063	1147	2136	1619
CDL12_08548	724	531	1043	368	1094	94
CDL12_08549	120	531	464	256	484	400
CDL12_08550	2	10	0	4	0	136
CDL12_08551	20	8	14	0	2	7
CDL12_08552	185	61	37	12	40	8
CDL12_08553	228	243	245	16	30	21
CDL12_08554	102	32	58	130	45	169
CDL12_08555	1080	615	835	1122	2293	1787
CDL12_08556	186	12	71	39	1642	2251
CDL12_08557	0	0	0	0	0	0
CDL12_08558	0	0	0	0	0	0
CDL12_08559	0	0	0	0	0	0
CDL12_08560	2724	1981	3027	3055	8934	4590
CDL12_08561	2292	3556	3042	5159	9284	5015
CDL12_08562	0	2	0	0	0	0
CDL12_08563	1	0	0	2	0	0
CDL12_08564	718	688	967	742	1168	699
CDL12_08565	1240	1079	2186	1691	3517	1256
CDL12_08566	2	6	0	19	10	68
CDL12_08567	2383	1357	2915	2192	4824	1972
CDL12_08568	35	26	35	10	8	14
CDL12_08569	1379	2791	4298	2	545	8
CDL12_08570	758	955	988	994	1108	2453
CDL12_08571	18	5	16	1	18	0
CDL12_08572	3961	7511	4974	9850	22315	14022
CDL12_08573	615	420	437	858	1017	607
CDL12_08574	333	121	391	312	856	329
CDL12_08575	0	0	4	0	6	0
CDL12_08576	0	0	0	0	0	0
CDL12_08577	440	399	294	682	872	763
CDL12_08578	80	6	346	99	44	219
CDL12_08579	0	0	0	0	0	0
CDL12_08580	18	1	5	2	14	7
CDL12_08581	0	0	3	0	7	16
CDL12_08582	2303	2205	2218	3641	5574	4656
CDL12_08583	2686	2787	2829	2841	5827	3809
CDL12_08584	2230	771	2597	2730	11300	1330
CDL12_08585	507	317	510	559	1896	1245
CDL12_08586	113	50	81	66	124	180
CDL12_08587	182	184	199	158	186	338
CDL12_08588	7422	2515	6595	6750	29783	8883
CDL12_08589	437	281	550	290	787	403
CDL12_08590	56	22	26	25	31	101
CDL12_08591	35	12	8	14	42	6
CDL12_08592	6	83	226	136	329	89
CDL12_08593	0	4	4	0	10	0
CDL12_08594	2	4	22	2	0	0
CDL12_08595	4	62	76	3	85	38
CDL12_08596	0	0	0	0	0	0
CDL12_08597	0	0	0	0	0	0
CDL12_08598	82	104	223	48	199	41
CDL12_08599	0	0	0	0	0	0
CDL12_08600	0	0	0	0	0	0
CDL12_08601	726	453	1347	23	164	14
CDL12_08602	304	213	304	26	304	35
CDL12_08603	219	266	343	222	389	204
CDL12_08604	0	0	0	0	0	0
CDL12_08605	2698	2585	3511	5992	8170	5635
CDL12_08606	64	24	42	0	24	2
CDL12_08607	823	632	952	754	1309	1017
CDL12_08608	39	46	47	39	88	95
CDL12_08609	75	44	123	167	216	356
CDL12_08610	26	15	23	15	48	20
CDL12_08611	573	399	485	523	1595	477
CDL12_08612	13	4	6	8	11	5
CDL12_08613	305	284	225	375	336	262
CDL12_08614	1229	1160	1381	984	1974	1688
CDL12_08615	278	263	343	104	488	407
CDL12_08616	264	332	734	463	642	513
CDL12_08617	477	498	355	794	926	724
CDL12_08618	46	10	34	32	52	15
CDL12_08619	87	103	150	65	44	46
CDL12_08620	26	48	39	0	8	1
CDL12_08621	1756	1587	3512	4751	7253	2948
CDL12_08622	70	19	88	16	65	23
CDL12_08623	683	617	873	559	1276	359
CDL12_08624	323	115	561	365	326	281
CDL12_08625	177	57	236	262	233	146
CDL12_08626	324	338	627	938	591	241
CDL12_08627	17	8	68	32	24	8
CDL12_08628	48	32	90	10	146	2
CDL12_08629	89	103	53	39	166	90
CDL12_08630	0	0	0	0	0	0
CDL12_08631	261	271	381	92	522	35
CDL12_08632	34	17	14	8	32	8
CDL12_08633	177	284	192	236	96	97
CDL12_08634	205	186	317	118	165	161
CDL12_08635	1	3	0	0	16	10
CDL12_08636	217	88	258	143	289	207
CDL12_08637	159	74	323	2	186	43
CDL12_08638	405	287	471	513	706	467
CDL12_08639	73	48	28	4	30	11
CDL12_08640	963	645	1081	669	1447	749
CDL12_08641	1977	1583	2835	1267	3657	1348
CDL12_08642	2	0	0	1	0	0
CDL12_08643	77	9	205	5	121	182
CDL12_08644	284	601	802	780	1029	499
CDL12_08645	425	482	1220	1085	1578	1023
CDL12_08646	0	0	0	0	0	0
CDL12_08647	0	0	0	0	0	0
CDL12_08648	0	2	14	2	0	0
CDL12_08649	21	23	62	381	131	51
CDL12_08650	110	199	181	24	48	99
CDL12_08651	37	26	28	31	13	65
CDL12_08652	191	223	40	16	131	28
CDL12_08653	8	12	20	8	4	8
CDL12_08654	0	0	0	0	2	0
CDL12_08655	30	32	11	4	8	1
CDL12_08656	3	0	0	0	0	0
CDL12_08657	111	82	96	11	0	39
CDL12_08658	0	0	0	0	0	0
CDL12_08659	30	49	105	9	50	2
CDL12_08660	431	540	487	178	737	263
CDL12_08661	291	253	403	155	1424	520
CDL12_08662	986	620	882	384	1300	543
CDL12_08663	321	369	416	314	686	648
CDL12_08664	0	0	19	0	0	0
CDL12_08665	101	257	218	172	386	512
CDL12_08666	0	0	0	0	0	4
CDL12_08667	63	58	61	79	322	71
CDL12_08668	77	96	171	34	240	277
CDL12_08669	511	773	95	46	3531	672
CDL12_08670	464	494	641	524	1040	512
CDL12_08671	280	268	95	188	1453	1189
CDL12_08672	476	578	1115	2686	2249	2827
CDL12_08673	738	188	2440	429	1140	51
CDL12_08674	4	0	1	0	8	0
CDL12_08675	738	765	821	1015	2177	1204
CDL12_08676	1	1	0	2	0	0
CDL12_08677	1463	1601	2008	1637	3335	2024
CDL12_08678	5000	4203	6093	7243	19943	5464
CDL12_08679	2392	5416	2921	2070	4158	1473
CDL12_08680	1090	496	15	751	3663	11
CDL12_08681	61	122	100	94	179	107
CDL12_08682	0	0	0	0	0	0
CDL12_08683	170	0	0	0	1	0
CDL12_08684	0	1	0	0	0	1
CDL12_08685	0	0	0	0	0	0
CDL12_08686	750	984	985	496	900	369
CDL12_08688	1264	1117	2284	1007	2374	1868
CDL12_08689	990	804	843	535	1087	440
CDL12_08690	1886	1786	2303	1793	2699	2398
CDL12_08691	1813	1598	2718	521	972	345
CDL12_08693	10	28	41	4	31	8
CDL12_08694	286	296	133	32	165	78
CDL12_08695	234	227	81	634	2145	600
CDL12_08696	5769	7770	9722	13977	19655	6537
CDL12_08697	0	7	3	0	6	0
CDL12_08698	35	61	91	47	23	53
CDL12_08699	72	65	57	10	12	4
CDL12_08700	181	102	338	88	794	167
CDL12_08701	844	848	847	947	1368	1577
CDL12_08702	4451	3472	5418	5220	10694	5464
CDL12_08703	1469	2133	2908	3184	7631	2227
CDL12_08704	1009	496	1465	1325	2067	1132
CDL12_08705	95	71	157	173	317	166
CDL12_08706	444	581	529	971	823	411
CDL12_08707	609	502	236	58	691	746
CDL12_08708	41	107	154	58	556	123
CDL12_08709	95	67	208	93	477	207
CDL12_08710	69	7	3	38	18	157
CDL12_08711	81	25	121	1	84	5
CDL12_08712	454	516	539	66	383	87
CDL12_08713	12	9	31	0	36	0
CDL12_08714	210	208	237	149	501	306
CDL12_08715	62	117	59	32	119	72
CDL12_08716	50	131	10	155	591	1737
CDL12_08717	2	2	2	0	0	0
CDL12_08718	150	238	691	683	1401	202
CDL12_08719	0	0	0	0	0	0
CDL12_08720	0	0	362	75	166	388
CDL12_08721	0	0	0	0	3	0
CDL12_08722	7	2	6	0	0	0
CDL12_08723	1393	5550	5255	7048	1667	4517
CDL12_08724	516	306	92	141	204	39
CDL12_08725	0	0	0	0	0	0
CDL12_08726	1025	674	617	1302	3072	675
CDL12_08727	19	14	30	22	10	23
CDL12_08728	250	413	313	314	452	516
CDL12_08729	441	419	580	871	381	313
CDL12_08730	0	0	0	0	0	0
CDL12_08731	1339	1698	2059	1989	2359	2896
CDL12_08732	0	0	0	0	0	0
CDL12_08733	0	0	0	0	0	0
CDL12_08734	0	0	0	0	0	0
CDL12_08735	922	706	1168	2245	1550	1341
CDL12_08736	407	635	1231	1270	1776	1404
CDL12_08737	372	337	542	335	769	316
CDL12_08738	147	135	181	72	204	105
CDL12_08739	10	10	15	2	19	77
CDL12_08740	1108	1028	1195	887	1436	2182
CDL12_08741	19	3	32	18	15	4
CDL12_08742	754	922	1387	700	3168	1204
CDL12_08743	2261	3208	2776	1876	4317	3851
CDL12_08744	3883	2681	4214	7295	5571	3513
CDL12_08745	249	173	310	140	269	32
CDL12_08746	680	1327	1852	1370	1851	2090
CDL12_08747	47	76	86	42	136	81
CDL12_08748	573	1107	1324	973	2747	1487
CDL12_08749	450	155	248	51	154	28
CDL12_08750	33	114	119	2	57	8
CDL12_08751	68	2	17	23	1	3
CDL12_08752	0	0	0	0	0	0
CDL12_08753	48	46	50	38	93	21
CDL12_08754	0	0	0	0	0	0
CDL12_08755	62	72	185	124	340	446
CDL12_08756	427	356	420	359	744	294
CDL12_08757	843	878	1282	1094	2454	2182
CDL12_08758	19	24	47	33	54	42
CDL12_08759	2810	2061	4493	2883	9520	3249
CDL12_08760	118	131	532	268	385	201
CDL12_08761	2435	1628	3596	1776	5339	2743
CDL12_08762	2	2	0	0	0	0
CDL12_08763	303	164	734	718	193	1103
CDL12_08764	105	116	222	104	146	168
CDL12_08765	58	74	158	119	234	260
CDL12_08766	416	289	396	1052	564	681
CDL12_08767	1242	1672	2101	2155	1994	1586
CDL12_08768	34	48	14	4	0	0
CDL12_08769	3	47	74	18	80	116
CDL12_08770	0	0	0	0	0	0
CDL12_08771	24	5	23	35	6	1
CDL12_08772	0	1	0	1	0	1
CDL12_08774	4	1	0	121	0	0
CDL12_08775	144	309	154	110	146	25
CDL12_08776	26	7	20	33	13	50
CDL12_08777	112	27	49	128	69	593
CDL12_08778	890	372	593	1255	851	4422
CDL12_08779	2071	3341	1273	32207	2358	3523
CDL12_08780	632	354	924	1007	848	362
CDL12_08781	538	411	1185	819	751	248
CDL12_08782	5	1	3	0	0	0
CDL12_08783	158	165	113	180	124	84
CDL12_08784	15	4	24	15	7	17
CDL12_08785	1134	1546	4157	1739	4456	1134
CDL12_08786	4	17	0	1	0	0
CDL12_08787	0	0	0	0	0	0
CDL12_08788	0	0	0	0	0	0
CDL12_08789	600	736	752	555	1008	437
CDL12_08790	2	2	27	0	0	0
CDL12_08791	97	96	30	136	278	40
CDL12_08792	960	921	1700	1034	4872	1666
CDL12_08793	923	539	1548	675	977	376
CDL12_08794	1404	1330	2126	2432	4298	2658
CDL12_08795	37	69	105	30	4	8
CDL12_08796	360	400	298	53	741	40
CDL12_08797	68	33	37	4	22	0
CDL12_08798	131	79	110	54	44	77
CDL12_08799	1342	3644	1487	1300	1056	269
CDL12_08800	316	367	454	454	1165	389
CDL12_08801	103	23	26	49	8	13
CDL12_08802	0	0	0	0	0	0
CDL12_08803	0	4	2	0	0	6
CDL12_08804	170	266	333	131	437	54
CDL12_08805	0	0	0	0	0	0
CDL12_08806	7	14	11	113	194	3
CDL12_08807	0	6	3	141	222	0
CDL12_08808	449	475	877	380	903	607
CDL12_08809	824	440	1034	564	1579	884
CDL12_08810	1153	3326	3699	2440	10255	4187
CDL12_08811	365	255	1778	812	1336	659
CDL12_08812	3995	2771	8294	4519	9724	4045
CDL12_08813	1378	1138	1664	1330	2236	1954
CDL12_08814	206	99	357	7	35	6
CDL12_08815	2677	2437	4834	5523	9910	2647
CDL12_08816	10	6	0	0	8	4
CDL12_08817	1185	1950	1735	1957	3687	1340
CDL12_08818	0	2	0	13	0	0
CDL12_08819	2	19	40	17	30	30
CDL12_08820	143	100	148	78	171	145
CDL12_08821	1958	1126	2843	2274	7617	4579
CDL12_08822	5056	3897	3859	4383	8701	3538
CDL12_08823	103	101	179	94	328	260
CDL12_08824	0	0	0	0	0	0
CDL12_08825	0	0	0	0	0	0
CDL12_08826	19	0	0	0	0	2
CDL12_08828	5	2	0	0	0	0
CDL12_08829	29	0	106	0	4	0
CDL12_08830	392	390	627	409	1130	515
CDL12_08831	1	0	0	0	0	0
CDL12_08832	567	395	967	531	1434	625
CDL12_08833	0	0	0	0	0	0
CDL12_08834	39	7	40	32	71	3
CDL12_08835	101	83	343	278	380	222
CDL12_08836	180	52	142	122	180	10
CDL12_08837	40	81	22	0	3	5
CDL12_08838	531	928	1026	307	814	398
CDL12_08839	3	2	6	0	10	2
CDL12_08840	663	322	1	854	267	376
CDL12_08841	25	26	30	29	54	0
CDL12_08842	33	2	8	0	135	0
CDL12_08843	0	0	0	0	0	0
CDL12_08844	240	221	631	139	618	146
CDL12_08845	593	221	687	452	1114	250
CDL12_08846	783	489	8022	124	3209	75
CDL12_08847	532	676	818	238	480	155
CDL12_08848	332	280	278	370	497	547
CDL12_08849	457	349	1093	51	1916	41
CDL12_08850	3608	2023	4694	2982	8118	2257
CDL12_08851	52	105	141	105	96	412
CDL12_08852	2049	2365	1335	2484	3314	664
CDL12_08853	36	37	26	25	53	41
CDL12_08854	1085	1149	1391	1129	2137	2843
CDL12_08856	0	1	4	0	0	0
CDL12_08857	885	205	282	522	2305	2004
CDL12_08858	71	0	3	82	163	10
CDL12_08859	1	76	100	88	129	34
CDL12_08860	1169	541	1073	120	1866	322
CDL12_08861	8	11	37	2	34	6
CDL12_08862	206	194	649	470	918	1084
CDL12_08863	0	0	0	0	0	0
CDL12_08864	638	200	1479	218	1094	677
CDL12_08865	659	406	1623	294	1530	468
CDL12_08866	2763	3201	11537	2349	7251	1530
CDL12_08867	265	193	201	16	26	21
CDL12_08868	7	99	116	6	258	66
CDL12_08869	508	754	681	1835	2907	204
CDL12_08870	10	24	3	0	33	30
CDL12_08871	522	238	774	884	1069	887
CDL12_08872	113	45	39	13	38	283
CDL12_08873	1442	1344	2286	1263	5952	1589
CDL12_08874	10	0	0	21	2	17
CDL12_08875	0	0	0	0	0	0
CDL12_08876	2075	2141	2886	1947	5501	2103
CDL12_08877	0	0	4	0	4	0
CDL12_08878	13	9	12	8	27	11
CDL12_08879	152	109	206	230	181	208
CDL12_08880	1635	1186	3338	3190	4790	2761
CDL12_08881	27	16	73	1	55	4
CDL12_08882	0	0	0	0	0	0
CDL12_08883	1695	1787	2311	1542	4046	3403
CDL12_08884	3	41	9	362	99	27
CDL12_08885	1193	1394	1795	559	1615	2766
CDL12_08886	142	178	395	277	303	252
CDL12_08887	0	1	0	1	0	0
CDL12_08888	25	5	15	46	51	27
CDL12_08889	555	39	72	11	428	114
CDL12_08890	188	0	58	31	9	54
CDL12_08891	21	0	0	0	0	0
CDL12_08892	75	29	25	95	98	82
CDL12_08893	329	106	103	25	8	184
CDL12_08894	9	4	6	4	32	71
CDL12_08895	216	492	937	131	339	1426
CDL12_08896	648	261	230	1226	1405	1038
CDL12_08897	70	35	24	24	25	376
CDL12_08898	59	6	22	6	7	20
CDL12_08899	0	0	0	0	0	0
CDL12_08900	26	144	178	135	349	304
CDL12_08901	0	0	0	0	0	0
CDL12_08902	0	0	0	0	0	0
CDL12_08903	3373	2714	3982	2362	3083	1385
CDL12_08904	0	2	0	0	2	0
CDL12_08905	5	0	0	3	0	0
CDL12_08906	356	192	151	116	59	37
CDL12_08907	461	275	1059	335	820	335
CDL12_08908	2	0	6	0	0	0
CDL12_08909	103	65	135	127	62	73
CDL12_08910	0	0	0	0	0	0
CDL12_08911	61	127	168	63	200	16
CDL12_08912	619	445	252	94	3010	1629
CDL12_08913	6	6	52	4	48	13
CDL12_08914	2320	596	2972	6407	1578	2239
CDL12_08915	60	116	128	182	112	215
CDL12_08916	6	0	3	2	4	2
CDL12_08917	66	67	58	91	74	63
CDL12_08918	2	2	3	0	2	4
CDL12_08919	1421	1684	1274	1104	2599	1330
CDL12_08920	157	127	242	262	182	560
CDL12_08921	86	32	176	0	4	0
CDL12_08922	0	0	0	0	0	16
CDL12_08923	284	367	329	283	222	313
CDL12_08924	141	178	142	106	81	118
CDL12_08925	324	102	212	133	1295	24
CDL12_08926	274	147	304	242	423	464
CDL12_08927	224	375	618	414	413	208
CDL12_08928	1477	1133	446	953	1266	1031
CDL12_08929	1904	1287	1638	2852	2170	2018
CDL12_08930	7	1270	5615	0	2081	92
CDL12_08931	53	260	408	62	421	251
CDL12_08932	344	22	98	884	569	75
CDL12_08933	946	1714	523	1754	1000	134
CDL12_08934	1053	2155	1109	2297	4042	923
CDL12_08935	0	0	0	0	0	0
CDL12_08936	0	0	0	4	0	0
CDL12_08937	0	0	5	0	2	0
CDL12_08938	2	0	2	2	0	6
CDL12_08939	0	0	1	0	0	2
CDL12_08940	227	329	360	194	799	596
CDL12_08941	306	404	167	171	487	486
CDL12_08942	4250	2552	2416	3740	8348	9817
CDL12_08943	5	0	5	0	0	3
CDL12_08944	2006	2945	4555	527	976	2440
CDL12_08945	2070	5455	8032	201	945	252
CDL12_08946	1510	1922	1953	2348	2999	3651
CDL12_08947	291	199	600	96	553	90
CDL12_08948	2086	2967	5280	764	3112	145
CDL12_08949	44	83	91	72	104	119
CDL12_08950	16	5	0	2	0	0
CDL12_08951	1222	544	657	803	16	437
CDL12_08952	226	100	152	308	17	135
CDL12_08953	20	14	19	22	8	24
CDL12_08954	0	0	0	0	0	0
CDL12_08955	0	0	0	0	0	0
CDL12_08956	1	4	0	0	0	0
CDL12_08957	0	2	0	0	2	2
CDL12_08958	44	39	10	1	22	75
CDL12_08959	144	248	93	10	18	14
CDL12_08960	11	0	0	1	3	31
CDL12_08961	56	18	49	43	98	21
CDL12_08962	26	11	1	1	14	3
CDL12_08963	239	515	105	390	268	1262
CDL12_08964	204	148	791	93	309	79
CDL12_08965	0	0	0	0	0	0
CDL12_08966	167	32	32	118	95	375
CDL12_08967	171	238	996	1332	1539	2202
CDL12_08968	1444	2200	3417	2143	5716	2320
CDL12_08969	49	64	21	27	0	0
CDL12_08970	1166	1293	2523	184	8	7
CDL12_08971	743	1191	370	994	3786	353
CDL12_08972	276	75	211	87	296	2618
CDL12_08973	975	1065	1108	1222	3184	1119
CDL12_08974	4	0	0	0	0	11
CDL12_08975	493	384	795	238	471	510
CDL12_08976	6858	7348	10378	15119	17816	10673
CDL12_08977	108	86	44	80	180	48
CDL12_08978	18	4	15	14	16	16
CDL12_08979	99	39	134	47	87	128
CDL12_08980	135	80	135	14	176	36
CDL12_08981	152	107	188	211	402	256
CDL12_08982	75	17	224	80	164	175
CDL12_08983	656	10551	59437	19507	1530	11185
CDL12_08984	0	0	0	0	0	0
CDL12_08985	4	30	172	5	4	0
CDL12_08986	4520	3570	9868	503	2845	523
CDL12_08987	0	0	0	0	0	0
CDL12_08988	48	38	147	20	459	69
CDL12_08989	288	367	540	477	470	760
CDL12_08990	700	490	414	725	902	443
CDL12_08991	475	328	476	381	832	424
CDL12_08992	0	2	0	0	0	0
CDL12_08993	0	0	0	0	4	0
CDL12_08994	89	73	41	34	27	32
CDL12_08995	0	0	0	3	0	52
CDL12_08996	0	4	2	4	0	0
CDL12_08997	11599	11636	12021	46886	55165	26638
CDL12_08998	58	28	236	86	71	68
CDL12_08999	268	41	73	25	480	107
CDL12_09000	642	565	732	628	1677	1230
CDL12_09001	1628	1401	2476	2082	4228	3281
CDL12_09002	283	290	337	172	492	144
CDL12_09003	2655	3120	3067	3792	4089	2904
CDL12_09004	0	0	0	0	2	0
CDL12_09005	248	4	32	443	2	478
CDL12_09006	789	377	1066	847	1207	466
CDL12_09007	388	189	878	74	167	32
CDL12_09008	518	557	617	1006	2034	972
CDL12_09009	254	328	203	205	117	265
CDL12_09010	1113	943	1455	1252	23793	6877
CDL12_09011	1355	1297	1782	1032	1119	644
CDL12_09012	1761	1354	2072	2448	6830	1631
CDL12_09013	30	62	52	94	271	98
CDL12_09014	239	93	299	379	425	581
CDL12_09015	744	600	648	494	1038	515
CDL12_09016	312	211	312	32	404	31
CDL12_09018	182	16	304	211	490	98
CDL12_09019	62	28	32	0	26	5
CDL12_09020	128	198	259	213	486	493
CDL12_09021	167	18	116	58	319	33
CDL12_09022	1145	588	1086	850	2735	1417
CDL12_09023	1972	1142	572	2011	3302	1176
CDL12_09024	9531	1907	3262	9529	15835	9390
CDL12_09025	40	168	95	45	78	55
CDL12_09026	0	43	0	0	0	0
CDL12_09027	12	2	6	6	21	54
CDL12_09028	8	0	0	0	2	88
CDL12_09029	0	0	0	0	0	0
CDL12_09030	0	0	0	0	0	0
CDL12_09031	747	62	190	3006	2	80
CDL12_09032	2	3	3	0	0	0
CDL12_09033	0	1	0	0	0	2
CDL12_09034	13	4	45	0	29	0
CDL12_09035	5	40	96	0	18	4
CDL12_09036	533	595	770	520	1399	487
CDL12_09037	978	921	571	946	1551	1033
CDL12_09038	461	331	652	258	693	497
CDL12_09039	23	63	46	6	12	47
CDL12_09040	94	39	206	98	81	549
CDL12_09041	324	362	473	294	1102	640
CDL12_09042	2	0	0	0	0	0
CDL12_09043	54	11	4	16	66	4
CDL12_09044	645	371	322	445	853	405
CDL12_09045	0	0	0	0	0	0
CDL12_09046	41	6	0	0	15	2
CDL12_09047	471	264	1065	50	380	18
CDL12_09048	13	0	12	0	0	0
CDL12_09049	2	0	0	0	0	0
CDL12_09050	3	2	3	0	0	0
CDL12_09051	143	247	506	235	879	64
CDL12_09052	127	165	355	152	574	44
CDL12_09053	589	434	1258	585	2032	992
CDL12_09054	4788	2598	4350	3961	13287	4880
CDL12_09055	829	92	23	12	230	41
CDL12_09056	58	13	7	2	12	14
CDL12_09057	669	0	219	45	0	252
CDL12_09058	2815	469	2217	2051	2839	2048
CDL12_09060	25	4	2	7	0	1
CDL12_09061	0	0	0	0	8	0
CDL12_09062	107	192	243	56	243	157
CDL12_09063	1102	485	412	959	2585	1524
CDL12_09064	554	651	648	548	1089	968
CDL12_09065	0	0	1	0	0	0
CDL12_09066	565	1077	1747	559	1565	2562
CDL12_09067	141	383	825	276	1082	542
CDL12_09068	2317	2295	3582	725	3472	1347
CDL12_09069	115	82	185	44	32	132
CDL12_09070	170	153	194	92	97	175
CDL12_09071	739	585	1439	437	1219	821
CDL12_09072	748	334	172	465	1252	6953
CDL12_09073	0	0	0	0	0	0
CDL12_09074	222	234	238	146	404	244
CDL12_09075	0	0	0	2	1	0
CDL12_09076	666	729	675	824	550	182
CDL12_09077	770	760	274	605	716	1176
CDL12_09078	663	422	629	520	630	277
CDL12_09079	54	80	12	0	26	2
CDL12_09080	438	383	515	684	1104	841
CDL12_09081	711	528	1173	691	1985	960
CDL12_09082	6	20	2	19	6	0
CDL12_09083	0	0	2	0	4	0
CDL12_09084	1131	1198	1822	1531	4772	1488
CDL12_09085	5	2	0	0	0	6
CDL12_09086	2860	1303	3293	2376	3266	2263
CDL12_09087	1339	1087	2753	1296	4450	1412
CDL12_09088	18	22	21	84	107	65
CDL12_09089	0	0	0	0	0	0
CDL12_09090	0	0	0	0	0	0
CDL12_09091	115	296	167	16	68	0
CDL12_09092	1630	1688	1963	1162	2710	3021
CDL12_09093	380	446	490	150	400	435
CDL12_09094	7	6	3	1	6	8
CDL12_09095	98	232	94	47	167	140
CDL12_09096	1009	1213	1831	413	2218	304
CDL12_09097	0	0	0	0	0	0
CDL12_09098	0	0	0	0	0	0
CDL12_09099	36	70	42	89	172	203
CDL12_09100	2395	2011	3931	4129	8180	2128
CDL12_09101	929	789	1450	1168	3639	1140
CDL12_09102	102	58	85	238	170	685
CDL12_09103	0	0	2	0	0	0
CDL12_09104	129	335	778	167	455	121
CDL12_09105	182	108	128	106	166	56
CDL12_09106	207	391	462	141	353	138
CDL12_09107	81	5	16	6	20	178
CDL12_09108	14	11	13	20	22	28
CDL12_09109	389	266	708	710	614	375
CDL12_09110	437	109	0	218	0	95
CDL12_09111	144	41	484	35	261	42
CDL12_09112	305	32	300	32	71	39
CDL12_09113	17	3	17	1	12	0
CDL12_09114	153	174	210	59	26	73
CDL12_09115	87	116	82	76	160	57
CDL12_09116	43	58	24	73	4	4
CDL12_09117	263	180	344	268	501	655
CDL12_09118	151	184	172	103	208	221
CDL12_09119	267	84	105	14	130	2
CDL12_09120	0	0	19	0	0	0
CDL12_09121	0	0	0	0	0	0
CDL12_09122	577	596	1343	675	1725	632
CDL12_09123	2	26	4	0	0	2
CDL12_09124	5	29	36	18	61	22
CDL12_09125	17	102	185	40	280	70
CDL12_09126	0	0	0	20	0	2
CDL12_09127	8	4	6	0	2	1
CDL12_09128	5556	6217	8679	5726	18756	15639
CDL12_09129	558	585	266	1293	1305	207
CDL12_09130	107	38	105	32	13	8
CDL12_09131	37	23	30	298	82	243
CDL12_09132	1569	1586	1949	966	1483	2353
CDL12_09133	0	0	0	0	0	0
CDL12_09134	8	7	12	16	29	6
CDL12_09135	18	8	11	26	22	4
CDL12_09136	745	502	746	254	2677	377
CDL12_09137	0	0	0	0	0	0
CDL12_09138	0	0	0	0	0	0
CDL12_09139	1175	891	1063	1160	2379	1471
CDL12_09140	0	0	0	0	0	0
CDL12_09141	1	65	53	65	270	124
CDL12_09142	82	51	130	4	40	10
CDL12_09143	1137	515	1240	791	1602	790
CDL12_09144	978	1131	965	546	1613	1344
CDL12_09145	59	4	4	45	4817	1620
CDL12_09146	41	62	54	52	545	685
CDL12_09147	176	425	162	445	334	158
CDL12_09148	1302	1180	1195	2723	3206	3895
CDL12_09149	94	49	100	98	146	130
CDL12_09150	850	459	1362	1102	2116	885
CDL12_09151	1813	1021	2384	2366	7286	3162
CDL12_09152	3078	2815	2567	6715	4222	1498
CDL12_09153	742	716	615	704	1203	771
CDL12_09154	759	360	746	649	1534	411
CDL12_09155	9	9	16	0	79	18
CDL12_09156	0	3	0	0	0	0
CDL12_09157	0	0	0	0	0	0
CDL12_09158	169	315	0	0	0	0
CDL12_09159	14	2	2	18	20	131
CDL12_09160	446	464	1181	30	195	0
CDL12_09161	0	0	0	0	0	0
CDL12_09162	4	2	0	2	4	0
CDL12_09163	895	560	998	932	2378	1249
CDL12_09164	1826	480	1072	57	2888	0
CDL12_09165	295	260	700	497	602	480
CDL12_09166	114	122	182	113	168	280
CDL12_09167	0	0	0	0	0	0
CDL12_09168	1046	784	3	731	2769	433
CDL12_09169	0	0	0	0	0	0
CDL12_09170	0	0	0	0	4	0
CDL12_09171	1090	804	1915	956	1836	532
CDL12_09172	106	74	186	4	43	2
CDL12_09173	165	126	115	122	214	63
CDL12_09174	1733	1130	2229	3162	4079	4409
CDL12_09175	1	2	2	49	4	0
CDL12_09176	17	13	41	3	8	0
CDL12_09177	0	0	0	0	0	0
CDL12_09178	103	122	120	88	121	28
CDL12_09179	721	630	600	701	634	256
CDL12_09180	950	654	1325	691	2007	802
CDL12_09181	677	290	246	212	823	284
CDL12_09182	2535	1849	3819	2254	5620	1913
CDL12_09183	0	3	0	0	0	0
CDL12_09184	6	0	0	0	0	0
CDL12_09185	266	187	490	31	160	149
CDL12_09186	0	0	0	0	0	0
CDL12_09187	1476	2307	2613	422	2037	581
CDL12_09188	777	789	1545	165	755	253
CDL12_09190	0	0	2	0	0	0
CDL12_09191	21	1	4	0	0	4
CDL12_09192	0	0	0	0	2	0
CDL12_09193	0	0	0	0	0	0
CDL12_09194	109	68	83	19	72	21
CDL12_09195	62	31	101	16	113	6
CDL12_09196	77	12	90	230	239	11
CDL12_09197	0	0	0	0	0	0
CDL12_09198	0	0	59	0	0	31
CDL12_09199	117	135	322	218	297	169
CDL12_09200	6	18	39	0	3	24
CDL12_09201	13038	18209	19695	21156	25273	10631
CDL12_09202	0	0	2	0	0	0
CDL12_09203	0	34	10	3	13	10
CDL12_09204	461	324	3199	4	1513	20
