Geneid	/home/jvtars/ipe/bam_files/SRR11144483.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144484.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144485.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144486.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144481.sorted.bam	/home/jvtars/ipe/bam_files/SRR11144482.sorted.bam
CDL12_26567	15	12	7	21	20	87
CDL12_26568	0	0	0	0	0	0
CDL12_26569	428	577	382	369	587	363
CDL12_26570	4	0	0	0	0	20
CDL12_26571	0	0	0	0	0	0
CDL12_26572	309	151	475	365	648	305
CDL12_26573	1242	2130	9240	16	4518	22
CDL12_26574	0	0	0	0	0	0
CDL12_26575	205	128	116	68	172	8
CDL12_26576	170	119	136	0	56	2
CDL12_26577	807	689	951	333	766	315
CDL12_26578	2	0	0	0	0	0
CDL12_26579	0	2	38	47	2	26
CDL12_26580	225	179	318	424	725	485
CDL12_26581	0	0	0	0	0	0
CDL12_26582	3	2	4	3	47	16
CDL12_26583	3420	4181	3289	3214	5694	4444
CDL12_26584	800	413	1449	1463	1910	2508
CDL12_26585	25	3	142	82	112	61
CDL12_26586	140	329	163	245	246	260
CDL12_26587	28	0	0	112	30	228
CDL12_26588	90	0	82	727	299	411
CDL12_26589	0	2	0	0	0	0
CDL12_26590	0	0	0	0	0	0
CDL12_26591	0	0	0	0	0	0
CDL12_26592	0	0	0	0	0	0
CDL12_26593	0	0	0	0	0	0
CDL12_26594	0	0	0	0	4	0
CDL12_26595	407	256	564	0	335	5
CDL12_26596	834	907	678	466	1460	1950
CDL12_26597	2	4	0	0	0	5
CDL12_26598	489	161	28	278	1807	76
CDL12_26599	224	220	112	187	337	341
CDL12_26600	262	217	267	388	510	352
CDL12_26601	16183	9720	20415	8835	31133	10666
CDL12_26602	2638	3375	6547	15	187	6
CDL12_26603	0	0	0	0	0	0
CDL12_26604	140	5	71	56	18	71
CDL12_26605	27	2	4	41	5	10
CDL12_26606	105	45	4	229	198	11
CDL12_26607	187	85	277	299	368	152
CDL12_26608	40	19	14	167	114	4
CDL12_26609	426	345	601	167	424	72
CDL12_26610	122	86	709	78	294	133
CDL12_26611	432	208	401	584	1366	500
CDL12_26612	817	832	1348	1054	1179	369
CDL12_26613	4907	3668	7530	9743	13005	3425
CDL12_26614	200	112	413	376	330	222
CDL12_26615	3094	1544	5306	3211	4128	1527
CDL12_26616	0	0	0	0	0	0
CDL12_26617	354	1205	736	2108	37	42
CDL12_26618	0	0	0	0	0	0
CDL12_26619	0	109	2	317	458	265
CDL12_26620	163	133	425	16	693	58
CDL12_26621	1332	1347	1541	1525	1769	2918
CDL12_26622	38	75	375	132	263	143
CDL12_26623	340	217	1711	671	513	851
CDL12_26624	0	0	0	0	0	0
CDL12_26625	1	325	241	2	572	925
CDL12_26626	82	87	237	134	206	159
CDL12_26627	307	55	0	190	968	362
CDL12_26628	53	14	48	53	123	60
CDL12_26629	0	0	1	0	0	0
CDL12_26630	0	0	0	0	0	0
CDL12_26631	0	0	4	0	0	0
CDL12_26632	0	0	0	0	0	0
CDL12_26633	0	0	0	0	0	0
CDL12_26634	2	0	0	0	2	0
CDL12_26635	119	72	140	149	173	306
CDL12_26636	19	16	48	43	132	73
CDL12_26637	528	528	631	845	2184	757
CDL12_26638	402	400	458	542	840	818
CDL12_26639	576	590	1173	291	1253	436
CDL12_26640	28	50	356	2	30	0
CDL12_26641	4	3	0	2	5	5
CDL12_26642	124	154	117	125	167	155
CDL12_26643	582	575	1290	644	1856	399
CDL12_26644	0	0	0	0	0	0
CDL12_26645	1052	977	1069	98	816	187
CDL12_26646	873	339	1392	543	875	702
CDL12_26647	6	8	13	8	18	12
CDL12_26648	6	26	70	7	56	86
CDL12_26649	931	598	5358	44	2743	41
CDL12_26650	1048	1113	1291	1098	1799	1708
CDL12_26651	385	390	579	340	816	292
CDL12_26652	1215	804	1452	1338	2308	1365
CDL12_26653	286	245	405	376	665	430
CDL12_26654	5680	4189	7029	8235	12967	2349
CDL12_26655	1216	599	1832	1050	2971	1438
CDL12_26656	256	221	452	271	403	344
CDL12_26657	403	400	543	251	417	79
CDL12_26658	0	23	113	28	66	21
CDL12_26659	968	876	1575	176	1743	240
CDL12_26660	219	295	218	27	116	29
CDL12_26661	3	14	12	0	15	0
CDL12_26662	959	391	5537	981	651	52
CDL12_26663	215	137	217	1298	460	500
CDL12_26664	2745	3015	3845	3581	7810	4931
CDL12_26665	0	0	4	4	2	0
CDL12_26666	23	20	29	16	19	4
CDL12_26667	18	13	26	6	11	17
CDL12_26668	165	82	59	29	81	48
CDL12_26669	2168	1695	5012	3042	8478	4589
CDL12_26670	234	179	438	298	263	166
CDL12_26671	1729	1328	2530	1311	4992	2638
CDL12_26672	1051	988	1507	948	1394	1254
CDL12_26673	84	104	178	122	150	200
CDL12_26674	1449	1154	2597	620	3359	558
CDL12_26675	14	45	53	48	48	85
CDL12_26676	1	160	31	50	33	46
CDL12_26677	2285	3371	4652	1697	2591	873
CDL12_26678	1919	3821	3664	4998	8539	5663
CDL12_26679	2	8	22	31	14	26
CDL12_26680	1160	1572	1739	1894	4633	3011
CDL12_26681	298	412	420	1067	1234	1880
CDL12_26682	103	59	199	188	1043	970
CDL12_26683	42	72	28	222	264	170
CDL12_26684	170	4	3	1	43	3
CDL12_26685	9	26	125	21	71	6
CDL12_26686	66	63	76	9	36	2
CDL12_26687	7	6	23	11	0	0
CDL12_26688	0	0	0	0	0	0
CDL12_26689	628	252	800	550	981	432
CDL12_26690	214	184	267	183	358	188
CDL12_26691	0	0	0	0	0	0
CDL12_26692	0	0	0	0	0	4
CDL12_26693	0	0	0	0	0	0
CDL12_26694	42	37	147	179	94	36
CDL12_26695	755	463	924	834	1754	996
CDL12_26696	1263	1493	1974	1031	2464	3253
CDL12_26697	197	602	478	130	1445	214
CDL12_26698	2	51	18	0	138	8
CDL12_26699	0	10	24	0	24	35
CDL12_26700	0	0	0	0	6	7
CDL12_26701	53	40	60	3	39	37
CDL12_26702	0	0	0	0	0	0
CDL12_26703	1645	1784	2447	2522	6742	2998
CDL12_26704	2304	1640	2987	7720	9242	2562
CDL12_26705	173	171	185	172	244	192
CDL12_26706	0	0	0	0	0	0
CDL12_26707	78	751	2318	248	7040	131
CDL12_26708	1364	1340	471	6698	2917	625
CDL12_26709	4	2	2	1	2	9
CDL12_26710	0	0	0	0	0	0
CDL12_26711	46	35	100	4	75	10
CDL12_26712	8	2	44	4	89	16
CDL12_26713	67	47	118	84	241	104
CDL12_26714	5395	6773	7240	8244	7934	2953
CDL12_26715	602	457	829	465	1704	641
CDL12_26716	501	780	410	2731	1111	2282
CDL12_26717	866	860	1393	1167	1765	1679
CDL12_26718	332	427	632	219	303	377
CDL12_26719	68	81	520	319	422	330
CDL12_26720	269	318	436	193	427	195
CDL12_26721	0	0	0	0	0	0
CDL12_26722	1132	802	2358	1744	4038	1808
CDL12_26723	297	183	320	376	364	517
CDL12_26724	60	70	19	101	493	335
CDL12_26725	2377	1940	1726	1698	4784	1298
CDL12_26726	576	364	782	285	1310	345
CDL12_26727	16	2	36	31	3	7
CDL12_26728	282	219	281	267	606	219
CDL12_26729	3	0	0	0	2	0
CDL12_26730	1121	251	3541	2683	864	3505
CDL12_26731	1	293	0	4	0	26
CDL12_26732	71	68	128	70	246	187
CDL12_26733	413	347	127	49	125	34
CDL12_26734	1344	1085	1260	266	1103	170
CDL12_26735	517	719	970	746	987	1206
CDL12_26736	40	25	6	4	14	2
CDL12_26737	235	228	245	157	306	369
CDL12_26738	3	2	3	8	7	0
CDL12_26739	6580	4811	10462	6269	18148	5201
CDL12_26740	91	176	234	345	532	568
CDL12_26741	8	116	12	56	137	49
CDL12_26742	363	399	525	874	985	723
CDL12_26743	24	10	4	104	265	117
CDL12_26744	57	144	142	200	66	447
CDL12_26745	0	0	0	0	0	0
CDL12_26746	1	6	1	1	0	0
CDL12_26747	228	195	399	149	350	290
CDL12_26748	59	11	62	34	35	40
CDL12_26749	3054	965	4753	2702	3875	1135
CDL12_26750	73550	28062	135890	62992	114170	55222
CDL12_26751	854	655	706	588	2559	913
CDL12_26752	25	0	0	0	0	0
CDL12_26753	6	18	7	9	44	17
CDL12_26754	37	42	30	10	20	15
CDL12_26755	241	184	287	112	143	51
CDL12_26756	0	136	66	157	758	18
CDL12_26757	326	289	341	482	703	477
CDL12_26758	368	338	510	407	724	386
CDL12_26759	0	0	0	0	0	0
CDL12_26760	262	238	201	175	340	265
CDL12_26761	207	189	199	291	337	676
CDL12_26762	6281	6245	11633	6544	23745	8902
CDL12_26763	279	201	208	164	442	276
CDL12_26764	0	12	0	0	4	0
CDL12_26765	13	27	43	377	23	100
CDL12_26766	0	4	0	0	0	0
CDL12_26767	157	96	209	271	336	241
CDL12_26768	9	19	10	9	8	6
CDL12_26769	28	6	13	20	20	37
CDL12_26770	16	27	26	22	36	58
CDL12_26771	2167	1925	3631	3518	5349	2118
CDL12_26772	2572	2167	2009	3152	8025	2548
CDL12_26773	4315	6213	5797	5792	7317	5857
CDL12_26774	5	133	60	0	28	4
CDL12_26775	0	95	442	1180	123	559
CDL12_26776	1	0	0	0	6	39
CDL12_26777	1510	1696	2557	2456	6214	2707
CDL12_26778	0	0	0	0	0	0
CDL12_26779	53	38	51	29	6	8
CDL12_26780	532	365	1155	845	2262	718
CDL12_26781	35	20	15	7	52	70
CDL12_26782	30	25	30	0	2	14
CDL12_26783	2470	4855	2259	3347	4741	1194
CDL12_26784	0	0	0	0	0	2
CDL12_26785	248	236	281	123	489	284
CDL12_26786	1167	972	1065	654	2197	753
CDL12_26787	342	304	234	465	2650	2296
CDL12_26788	0	2	2	0	0	4
CDL12_26789	8	37	41	11	14	30
CDL12_26790	56	48	110	0	50	12
CDL12_26791	724	479	892	2399	1013	1268
CDL12_26792	8	4	3	0	0	0
CDL12_26793	2	2	17	2	4	3
CDL12_26794	296	332	267	619	270	187
CDL12_26795	0	4	0	0	0	4
CDL12_26797	17	85	111	94	37	67
CDL12_26798	9	9	37	18	20	13
CDL12_26799	37	145	179	77	255	540
CDL12_26800	1	72	119	0	92	2
CDL12_26801	4	11	36	0	8	1
CDL12_26802	322	357	412	52	172	64
CDL12_26803	1792	1097	849	3116	2459	290
CDL12_26804	0	0	0	0	0	0
CDL12_26805	54	39	8	26	41	24
CDL12_26806	1	0	6	0	4	0
CDL12_26807	22	28	12	10	0	0
CDL12_26808	4395	92	1214	1571	633	1943
CDL12_26809	0	0	0	0	0	0
CDL12_26810	8	0	4	0	0	0
CDL12_26811	65	17	73	10	175	2
CDL12_26812	7	2	8	15	8	49
CDL12_26813	244	498	345	339	710	271
CDL12_26814	8	14	34	8	155	0
CDL12_26815	7	0	1	0	0	2
CDL12_26816	165	3	50	189	622	0
CDL12_26817	0	0	8	0	0	0
CDL12_26818	2	12	0	10	4	0
CDL12_26819	0	0	5	0	0	0
CDL12_26820	4	0	2	0	0	0
CDL12_26821	13	0	5	2	0	21
CDL12_26822	0	0	0	0	0	0
CDL12_26823	6	2	0	10	8	1
CDL12_26824	6	5	15	0	23	0
CDL12_26825	0	0	2	10	0	0
CDL12_26826	500	705	546	783	1025	1038
CDL12_26827	2	2	4	4	8	0
CDL12_26828	1941	1234	3455	2559	4419	3145
CDL12_26829	11	22	101	7	9	2
CDL12_26830	8	7	57	3	2	0
CDL12_26831	0	74	296	18	0	0
CDL12_26832	0	0	0	0	0	0
CDL12_26833	0	0	0	0	0	0
CDL12_26834	709	753	577	1470	2074	2353
CDL12_26835	26	30	71	157	124	196
CDL12_26836	1	30	112	153	72	195
CDL12_26837	115	25	476	951	116	426
CDL12_26838	74	11	173	331	66	138
CDL12_26839	77	24	56	325	36	680
CDL12_26840	91	39	22	230	0	0
CDL12_26841	21	44	40	29	25	59
CDL12_26842	76	31	22	12	173	22
CDL12_26843	884	658	2531	1331	2987	1187
CDL12_26844	1167	716	711	1195	1811	416
CDL12_26845	1121	1341	1152	1742	4169	5390
CDL12_26846	565	540	811	534	1499	737
CDL12_26847	0	0	0	0	0	0
CDL12_26848	0	0	0	0	0	0
CDL12_26849	202	308	367	242	308	117
CDL12_26850	64	18	0	5	8	4
CDL12_26851	68	20	22	44	47	28
CDL12_26852	692	64	5	0	0	58
CDL12_26853	20	10	25	4	6	16
CDL12_26854	277	120	190	237	1334	1173
CDL12_26855	15	4	10	0	10	0
CDL12_26856	297	455	204	546	3310	1215
CDL12_26857	4	12	1	3	0	24
CDL12_26858	245	305	245	0	22	1
CDL12_26859	1458	1206	2014	1484	2872	2904
CDL12_26860	1206	1111	1502	1693	2679	2349
CDL12_26861	134	102	213	201	39	38
CDL12_26862	7	67	98	35	192	9
CDL12_26863	246	371	18	874	23	469
CDL12_26864	161	433	10	380	12	57
CDL12_26865	0	0	0	0	0	0
CDL12_26866	0	0	0	0	0	0
CDL12_26867	18	11	1	37	27	47
CDL12_26868	6	21	2	0	2	0
CDL12_26869	300	148	70	252	91	228
CDL12_26870	390	441	439	555	788	753
CDL12_26871	254	112	236	172	299	176
CDL12_26872	4	12	0	0	2	0
CDL12_26873	18	43	19	266	82	270
CDL12_26874	540	308	1361	42	26	14
CDL12_26875	0	0	0	2	0	0
CDL12_26876	0	0	0	80	0	2
CDL12_26877	74	36	10	26	243	113
CDL12_26878	16	6	4	0	0	6
CDL12_26879	0	0	0	0	0	0
CDL12_26880	40	110	170	0	687	314
CDL12_26881	1	2	2	0	0	0
CDL12_26882	0	1	1	0	2	0
CDL12_26883	101	38	188	184	722	157
CDL12_26884	7	47	181	95	305	234
CDL12_26885	58	74	192	150	224	13
CDL12_26886	12	2	4	10	0	25
CDL12_26887	421	361	1101	418	834	263
CDL12_26888	124	84	98	6	48	2
CDL12_26889	69	45	77	36	41	93
CDL12_26890	63	826	187	76	31	75
CDL12_26891	0	0	2	6	0	0
CDL12_26892	11	10	17	29	17	10
CDL12_26893	3	4	0	2	16	2
CDL12_26894	0	0	2	0	0	0
CDL12_26895	794	1142	983	1108	2229	1510
CDL12_26896	176	256	252	236	673	432
CDL12_26897	0	0	0	0	0	2
CDL12_26898	464	580	144	689	228	389
CDL12_26899	254	81	218	2	26	0
CDL12_26900	51	50	34	30	29	34
CDL12_26901	1323	267	126	1113	259	433
CDL12_26902	2281	2117	3424	1066	3650	79
CDL12_26903	0	2	0	0	0	0
CDL12_26904	270	145	285	273	342	534
CDL12_26905	446	295	497	282	932	278
CDL12_26906	226	140	198	4	140	2
CDL12_26907	52	12	0	0	0	6
CDL12_26908	0	31	29	31	37	35
CDL12_26909	89	157	144	344	392	243
CDL12_26910	0	0	0	0	2	0
CDL12_26911	24	6	17	2	26	4
CDL12_26912	4064	3347	4535	4299	9482	7216
CDL12_26913	13	8	38	0	2	0
CDL12_26914	4	49	92	74	123	121
CDL12_26915	0	0	19	3	21	9
CDL12_26916	29	14	31	0	331	6
CDL12_26917	33	12	87	8	26	15
CDL12_26918	52	43	146	4	94	36
CDL12_26919	16	20	87	2	31	7
CDL12_26920	67	16	103	77	174	111
CDL12_26921	29	32	90	10	54	24
CDL12_26922	50	123	283	29	97	35
CDL12_26923	1561	2171	3805	4564	6417	4534
CDL12_26924	242	183	224	159	357	218
CDL12_26925	0	0	2	10	0	1
CDL12_26926	143	90	132	54	753	220
CDL12_26927	0	0	2	0	0	0
CDL12_26928	8	12	28	34	48	0
CDL12_26929	11	18	31	0	0	4
CDL12_26930	292	643	481	975	1115	738
CDL12_26931	4	10	10	2	5	0
CDL12_26932	201	6	2	1	28	56
CDL12_26933	30	28	81	7	23	6
CDL12_26934	17	2	0	2	2	6
CDL12_26935	55	105	73	22	166	12
CDL12_26936	0	0	0	0	0	0
CDL12_26937	102	64	25	35	52	79
CDL12_26938	0	0	0	0	0	0
CDL12_26939	341	344	355	392	477	428
CDL12_26940	193	123	113	25	434	87
CDL12_26941	0	0	0	0	0	0
CDL12_26942	0	0	0	0	0	0
CDL12_26943	0	0	0	0	0	0
CDL12_26944	0	0	0	0	0	0
CDL12_26945	46	46	36	6	17	11
CDL12_26946	352	343	238	177	239	185
CDL12_26947	592	345	1682	57	567	47
CDL12_26948	2	0	0	0	2	1
CDL12_26949	0	0	0	0	0	0
CDL12_26950	4759	4750	6791	13857	13348	9985
CDL12_26951	1062	213	321	2714	1794	552
CDL12_26952	515	357	270	790	1395	709
CDL12_26953	28	14	22	6	40	30
CDL12_26954	994	1213	1158	270	1443	496
CDL12_26955	135	46	104	23	627	44
CDL12_26956	448	304	194	794	1085	371
CDL12_26957	508	34	761	210	486	14
CDL12_26958	491	463	524	175	165	244
CDL12_26959	152	241	281	78	118	39
CDL12_26960	1872	2669	1042	5137	1160	553
CDL12_26961	38	164	39	12	89	3
CDL12_26962	1865	332	18	3970	4986	7382
CDL12_26963	2030	464	1	4844	4882	7743
CDL12_26964	16	30	21	18	14	22
CDL12_26965	0	8	0	2	0	74
CDL12_26966	0	14	2	7	0	239
CDL12_26967	0	2	0	0	0	0
CDL12_26968	0	0	1	0	0	0
CDL12_26969	0	0	0	0	1	0
CDL12_26970	0	14	0	0	0	10
CDL12_26971	0	0	0	0	0	1
CDL12_26972	1060	969	1361	1701	2295	1520
CDL12_26973	6	8	17	5	8	37
CDL12_26974	1	12	2	0	155	4
CDL12_26975	16	0	0	45	207	18
CDL12_26976	0	0	0	0	0	0
CDL12_26977	46	231	64	10	54	43
CDL12_26978	25	18	280	143	344	134
CDL12_26979	0	2	0	0	0	0
CDL12_26980	0	0	0	0	0	6
CDL12_26981	0	0	0	0	0	0
CDL12_26982	2	8	0	17	4	532
CDL12_26983	11	0	219	1	2	16
CDL12_26984	80	19	21	72	31	94
CDL12_26985	0	1	0	28	0	0
CDL12_26986	0	0	0	0	0	0
CDL12_26987	15	13	19	8	31	59
CDL12_26988	0	0	2	0	0	0
CDL12_26989	168	196	272	55	329	82
CDL12_26990	1	52	227	69	350	30
CDL12_26991	78	4	173	0	136	125
CDL12_26992	77	168	530	146	1095	76
CDL12_26993	282	300	313	0	30	0
CDL12_26994	145	53	137	162	204	105
CDL12_26995	115	87	206	75	219	75
CDL12_26996	1547	1259	1629	1572	4253	1979
CDL12_26997	0	0	1	0	0	0
CDL12_26998	353	278	504	362	277	275
CDL12_26999	0	0	0	0	0	0
CDL12_27000	11	0	15	6	0	0
CDL12_27001	1	0	0	9	0	0
CDL12_27002	271	25	318	62	388	157
CDL12_27003	925	243	842	11	2352	1379
CDL12_27004	2105	516	1662	1691	3978	1021
CDL12_27005	5	1	5	0	0	0
CDL12_27006	22	6	13	0	48	34
CDL12_27007	439	114	99	12	422	391
CDL12_27008	828	642	7920	18	4633	38
CDL12_27009	162	146	99	845	334	759
CDL12_27010	296	234	193	165	302	279
CDL12_27011	0	0	2	0	2	0
CDL12_27012	0	0	0	0	0	0
CDL12_27013	144	356	269	4	333	154
CDL12_27014	558	591	877	406	1040	1361
CDL12_27015	6	1	13	1	11	0
CDL12_27016	2	0	0	0	3	1
CDL12_27017	12	0	0	0	0	0
CDL12_27018	966	603	698	574	793	718
CDL12_27019	122	101	95	47	166	146
CDL12_27020	0	1	0	0	0	2
CDL12_27021	866	757	662	1072	2306	1160
CDL12_27022	2446	1656	3030	2178	5044	2015
CDL12_27023	1842	1777	6910	8	102	22
CDL12_27024	178	212	174	229	249	374
CDL12_27025	2858	1342	4121	2130	3312	2164
CDL12_27026	42	10	19	0	52	1
CDL12_27027	95	41	110	290	128	442
CDL12_27028	9	8	14	0	26	0
CDL12_27029	12	3	0	32	12	526
CDL12_27030	4699	4145	5309	4591	4592	6138
CDL12_27031	0	0	0	0	0	0
CDL12_27032	550	614	311	12	51	10
CDL12_27033	611	1224	1780	93	1080	4
CDL12_27034	50	51	26	34	86	290
CDL12_27035	236	372	302	200	373	342
CDL12_27036	1557	1404	1471	1490	2485	1165
CDL12_27037	0	0	0	0	0	0
CDL12_27038	0	0	0	2	0	1
CDL12_27039	130	34	69	113	255	100
CDL12_27040	0	0	0	0	0	0
CDL12_27041	0	0	0	0	25	0
CDL12_27042	2	26	9	9	0	0
CDL12_27043	1598	1125	3388	2104	5339	3805
CDL12_27044	2025	1115	5181	2604	5970	2963
CDL12_27045	0	1	0	0	23	1
CDL12_27046	0	0	0	0	4	1
CDL12_27047	199	96	92	124	454	391
CDL12_27048	460	539	610	952	1106	357
CDL12_27049	30	119	68	54	216	131
CDL12_27050	11	17	37	31	40	45
CDL12_27051	117	64	162	102	120	102
CDL12_27052	0	0	0	4	0	11
CDL12_27053	2716	2364	2967	1387	7383	2255
CDL12_27054	14	8	4	0	0	4
CDL12_27055	245	170	267	13	132	4
CDL12_27056	8031	9116	11554	14717	21301	5373
CDL12_27057	77	32	62	122	234	162
CDL12_27058	572	550	624	332	1323	541
CDL12_27059	0	19	18	0	1	139
CDL12_27060	0	0	0	0	0	0
CDL12_27061	579	244	405	736	378	346
CDL12_27062	4	0	6	4	12	0
CDL12_27063	570	442	462	348	745	382
CDL12_27064	38	42	0	28	9	0
CDL12_27065	0	0	2	0	0	0
CDL12_27066	9	10	2	57	5	96
CDL12_27067	720	787	909	238	1468	415
CDL12_27068	356	696	1057	421	955	764
CDL12_27069	0	2	0	0	0	0
CDL12_27070	0	0	0	0	0	0
CDL12_27071	0	0	0	2	0	0
CDL12_27072	1787	2056	3512	1855	5832	1343
CDL12_27073	170	168	355	298	833	468
CDL12_27074	1049	1525	1206	651	1132	2008
CDL12_27075	13	28	22	14	18	118
CDL12_27076	1329	540	3101	2820	5450	1613
CDL12_27077	4	4	17	2	0	0
CDL12_27078	56	34	12	2	8	12
CDL12_27079	373	360	258	704	291	544
CDL12_27080	10	18	0	0	1	0
CDL12_27081	207	98	97	18	153	47
CDL12_27082	56	67	221	129	495	210
CDL12_27083	0	0	0	0	0	0
CDL12_27084	0	0	0	0	0	0
CDL12_27085	0	0	4	2	9	0
CDL12_27086	3	19	1	2	37	53
CDL12_27087	0	0	0	0	0	12
CDL12_27088	0	0	0	0	0	654
CDL12_27089	245	351	564	140	1060	794
CDL12_27090	41	6	8	0	0	170
CDL12_27091	28	0	1	0	2	10
CDL12_27092	1	116	295	3	407	220
CDL12_27093	6	85	16	125	4	86
CDL12_27094	38	4	26	4	423	34
CDL12_27095	0	0	2	0	0	0
CDL12_27096	0	0	0	0	0	0
CDL12_27097	450	347	776	544	1089	637
CDL12_27098	435	312	750	479	984	490
CDL12_27099	403	325	575	307	242	320
CDL12_27100	504	555	827	660	762	794
CDL12_27101	1973	1899	3574	1736	7215	3136
CDL12_27102	0	0	0	0	0	0
CDL12_27103	0	0	0	0	0	0
CDL12_27104	0	0	0	0	0	0
CDL12_27105	0	0	0	0	0	0
CDL12_27106	0	0	1	0	45	1
CDL12_27107	2005	1750	2676	1384	5072	1502
CDL12_27108	3073	1682	4257	2151	7247	11505
CDL12_27109	503	422	473	506	353	628
CDL12_27110	11	2	0	0	0	0
CDL12_27111	150	210	250	175	5	15
CDL12_27112	4	4	10	4	4	0
CDL12_27113	186	92	58	2	42	4
CDL12_27114	0	0	0	0	0	4
CDL12_27115	16	6	8	24	0	0
CDL12_27116	0	0	0	0	0	0
CDL12_27117	329	253	234	402	412	326
CDL12_27118	63	28	86	73	110	11
CDL12_27119	19	17	116	12	36	5
CDL12_27120	10	6	24	16	3	4
CDL12_27121	73	17	73	39	24	23
CDL12_27122	4001	3570	11933	657	9706	14
CDL12_27123	0	10	6	0	1	7
CDL12_27124	0	0	0	0	0	0
CDL12_27125	283	367	591	357	1222	367
CDL12_27126	158	33	68	47	72	6
CDL12_27127	982	1278	1583	1740	3057	919
CDL12_27128	0	0	0	0	0	0
CDL12_27129	616	217	535	273	4022	139
CDL12_27130	1394	1688	1519	1386	3136	3372
CDL12_27131	2088	969	2142	1513	2828	1996
CDL12_27132	1065	1581	1825	1064	2572	1013
CDL12_27133	0	0	0	0	0	0
CDL12_27134	633	512	711	645	2337	660
CDL12_27135	3575	3369	5522	3932	12024	3664
CDL12_27136	335	280	707	0	1075	4
CDL12_27137	0	0	0	0	0	0
CDL12_27138	34	63	0	0	0	60
CDL12_27139	205	164	184	7	24	2
CDL12_27140	2	24	7	0	14	5
CDL12_27141	2069	2342	3658	2867	7173	3057
CDL12_27142	0	20	19	13	75	8
CDL12_27143	14	25	2	31	64	86
CDL12_27144	2	0	4	13	15	101
CDL12_27145	1	0	0	0	2	15
CDL12_27146	0	0	0	0	0	4
CDL12_27147	84	49	58	372	167	706
CDL12_27148	59	100	154	0	7	6
CDL12_27149	1490	260	3257	1870	3295	4002
CDL12_27150	0	2	0	0	0	0
CDL12_27151	24	11	29	8	10	0
CDL12_27152	1412	1205	1607	1553	3454	2550
CDL12_27153	0	76	8	10	4	11
CDL12_27154	18	22	36	210	14	6
CDL12_27155	805	757	1186	928	2871	1900
CDL12_27156	496	302	1494	883	1083	911
CDL12_27157	0	0	0	0	0	0
CDL12_27158	0	0	0	0	0	0
CDL12_27159	290	304	689	161	462	140
CDL12_27160	3083	3055	5137	2299	6344	2240
CDL12_27161	1995	2286	2562	2599	3103	1780
CDL12_27162	0	155	312	4	125	7
CDL12_27163	0	0	2	1	0	0
CDL12_27164	66	228	748	301	882	749
CDL12_27165	1	416	271	299	653	179
CDL12_27166	1395	1423	2688	1819	5676	2411
CDL12_27167	223	184	176	165	390	166
CDL12_27168	0	6	57	5	92	1
CDL12_27169	1	38	102	60	90	41
CDL12_27170	124	78	99	299	139	438
CDL12_27171	754	766	1239	264	2029	754
CDL12_27172	76	104	17	120	246	12
CDL12_27173	53	41	22	212	66	149
CDL12_27174	3804	2333	10136	1515	7073	56
CDL12_27175	116	194	180	123	312	165
CDL12_27176	474	470	496	452	811	801
CDL12_27177	304	652	538	392	1338	1168
CDL12_27178	1	108	51	10	25	0
CDL12_27179	536	2	950	1112	475	509
CDL12_27180	2	0	0	0	0	4
CDL12_27181	0	0	0	0	0	0
CDL12_27182	35	70	275	14	39	58
CDL12_27183	300	238	387	346	770	315
CDL12_27184	2	0	0	0	0	0
CDL12_27185	3415	2265	3741	3391	8614	3314
CDL12_27186	2	0	4	2	0	2
CDL12_27187	992	1374	922	595	1227	1516
CDL12_27188	685	1007	4208	3416	1289	2055
CDL12_27189	0	0	0	0	0	0
CDL12_27190	0	0	0	0	0	0
CDL12_27191	0	0	0	0	0	0
CDL12_27192	2281	445	2135	0	467	3
CDL12_27193	68	61	32	0	11	550
CDL12_27194	245	118	488	304	648	382
CDL12_27195	249	114	200	113	153	4
CDL12_27196	57746	48977	90852	99520	173158	23371
CDL12_27197	247	81	298	202	371	27
CDL12_27198	2	6	2	0	0	12
CDL12_27199	1524	1244	842	3973	2309	11735
CDL12_27200	0	2	0	0	0	0
CDL12_27201	0	5	34	9	8	6
CDL12_27202	2	0	0	0	2	2
CDL12_27203	61	58	70	180	681	85
CDL12_27204	2	0	0	0	0	0
CDL12_27205	0	0	0	0	0	0
CDL12_27206	2	0	2	0	0	0
CDL12_27207	291	325	1197	215	843	114
CDL12_27208	656	1165	873	1596	1748	1424
CDL12_27209	3	0	0	0	0	0
CDL12_27210	0	0	0	0	0	0
CDL12_27211	6	0	0	0	0	1
CDL12_27212	8	83	20	8	3	883
CDL12_27213	2863	1171	6149	1996	1593	1733
CDL12_27214	1283	1499	1161	1169	3706	1734
CDL12_27215	168	131	273	39	337	65
CDL12_27216	0	14	4	0	1	0
CDL12_27217	23	30	12	10	44	16
CDL12_27218	1682	1777	2602	1453	7452	1685
CDL12_27219	39	83	145	56	122	67
CDL12_27220	0	0	0	0	0	0
CDL12_27221	0	0	0	0	0	0
CDL12_27222	302	216	451	4	105	10
CDL12_27223	534	565	999	584	2855	674
CDL12_27224	58	49	81	70	66	30
CDL12_27225	674	817	160	446	7752	817
CDL12_27226	642	406	934	583	1392	1142
